Date,Description,Type,Cost,Timestamp,Email Address,,,https://docs.google.com/forms/d/e/1FAIpQLSe1VI2A82N_6THPd41tj_MbV_s7V4pHgDXPcsGrTBWMUSl3zg/viewform
6/27/2024,walmart grocery,food,78.75,7/7/2024 11:19:44,,,,
6/27/2024,amazon prime trial,wife,1.07,7/7/2024 11:21:38,,,,
6/27/2024,amazon adapter for taaha,wife,24.77,7/7/2024 11:22:46,,,,
6/27/2024,instacart ground beef and chicken,food,72.73,7/7/2024 11:24:10,,,,
6/29/2024,transit app,transport,5,7/7/2024 11:24:45,,,,
6/29/2024,shop n go,food,39.28,7/7/2024 11:25:34,,,,
6/29/2024,wendys,food,16.82,7/7/2024 11:26:02,,,,
6/29/2024,wendys,food,15.64,7/7/2024 11:26:31,,,,
7/4/2024,gregmat,waste,7.99,7/7/2024 11:27:05,,,,
7/4/2024,transit app taaha,transport,2.5,7/7/2024 11:27:32,,,,
7/5/2024,rent,home,945,7/7/2024 11:28:06,,,,
7/6/2024,transit app,transport,2.5,7/7/2024 11:28:53,,,,
7/6/2024,walmart grocery,food,205.12,7/7/2024 11:29:52,,,,
7/5/2024,google fi,tech,25.06,7/7/2024 12:22:51,,,,
7/9/2024,chips,food,2.77,7/16/2024 13:01:40,,,,
7/10/2024,candles,wife,7.92,7/16/2024 13:04:16,,,,
7/10/2024,walmart grocery,food,29.63,7/16/2024 13:04:58,,,,
7/10/2024,temu lights,wife,9.68,7/16/2024 13:05:35,,,,
7/12/2024,uber microwave,waste,7.72,7/16/2024 13:06:46,,,,
7/13/2024,taaha visit to red butte garden,transport,2.5,7/16/2024 13:07:56,,,,
7/13/2024,red butte garden,wife,16,7/16/2024 13:08:16,,,,
7/14/2024,samsung phone,tech,671.55,7/16/2024 13:09:04,,,,
7/15/2024,chicken instacart,food,69.97,7/16/2024 13:10:40,,,,
7/21/2024,table,home,15,7/21/2024 20:19:12,,,,
7/16/2024,Mumtahin fridge box,waste,9.69,7/22/2024 10:36:50,,,,
7/17/2024,Fedex tape,tech,4.3,7/22/2024 10:49:06,,,,
7/18/2024,Temu Home,home,13.36,7/22/2024 11:12:13,,,,
7/19/2024,mirror,home,7,7/22/2024 11:28:33,,,,
7/19/2024,coconut oil,wife,13.63,7/22/2024 11:28:59,,,,
7/19/2024,shower liner,home,2.97,7/22/2024 11:29:15,,,,
7/19/2024,walmart grocery,food,56.41,7/22/2024 11:29:54,,,,
7/20/2024,Transit app taaha,transport,5,7/22/2024 11:30:36,,,,
7/20/2024,taaha burger,food,7.11,7/22/2024 11:45:06,,,,
7/20/2024,target cutting board,home,6.44,7/22/2024 11:45:27,,,,
7/20/2024,chic fil nuggets,food,22.4,7/22/2024 11:45:50,,,,
7/29/2024,taaha transit app,transport,2.5,7/30/2024 14:05:32,,,,
7/22/2024,"command strip, bleach spray and shower curtain hook",home,10.5,7/30/2024 17:06:34,,,,
7/22/2024,cerave cream,beauty,14.97,7/30/2024 17:07:01,,,,
7/22/2024,grocery,food,14.24,7/30/2024 17:07:41,,,,
7/22/2024,taaha transit app,transport,2.5,7/30/2024 17:08:01,,,,
7/25/2024,openai chatgpt,study,21.55,7/30/2024 17:08:56,,,,
7/25/2024,funnel and battery,home,5.48,7/30/2024 17:10:23,,,,
7/25/2024,sunscreen,beauty,9.88,7/30/2024 17:10:50,,,,
7/25/2024,cheese cake for guest,friend,7.32,7/30/2024 17:11:15,,,,
7/25/2024,grocery,food,13.13,7/30/2024 17:12:14,,,,
7/27/2024,condom,beauty,7.51,7/30/2024 17:12:50,,,,
7/27/2024,walmart store patil and bedsheet,home,49.64,7/30/2024 17:15:19,,,,
7/29/2024,t mobile shift waste,waste,25,7/30/2024 17:15:45,,,,
7/29/2024,t mobile 1 month,wife,18.84,7/30/2024 17:16:18,,,,
7/30/2024,google voice,tech,10,7/30/2024 17:16:46,,,,
8/1/2024,rent,home,970,8/1/2024 15:20:45,,,,
7/31/2024,walmart food,food,35.13,8/1/2024 15:23:14,,,,
8/2/2024,salmon,food,18,8/3/2024 20:44:34,,,,
8/3/2024,uber indian fair,transport,3.79,8/3/2024 21:03:38,,,,
8/2/2024,birthday tour,transport,2.5,8/9/2024 8:26:31,,,,
8/2/2024,birthday food,food,15.82,8/9/2024 8:26:58,,,,
8/5/2024,Instacart fish,food,44.68,8/10/2024 9:33:10,,,,
8/8/2024,walmart grocery,food,36.27,8/10/2024 9:38:02,,,,
8/6/2024,walmart pregnancy check,waste,7.48,8/10/2024 9:49:29,,,,
8/3/2024,taaha transit app,transport,2.5,8/10/2024 9:50:01,,,,
8/17/2024,Temu rack,home,17.3,8/19/2024 12:40:18,,,,
8/15/2024,walmart grocery,food,25.34,8/19/2024 12:46:39,,,,
8/15/2024,walmart sunscreen,beauty,12.18,8/19/2024 12:46:55,,,,
8/15/2024,gold jewellery gift,wife,116.22,8/19/2024 12:49:18,,,,
8/15/2024,taaha gift waste,waste,233.97,8/19/2024 12:50:36,,,,
8/14/2024,taaha transit uta,transport,5,8/19/2024 12:51:29,,,,
8/14/2024,mcdonalds,food,10.82,8/19/2024 12:51:47,,,,
8/12/2024,great clips hair cut,beauty,18,8/19/2024 12:52:14,,,,
8/12/2024,shop n go,food,70.9,8/19/2024 12:52:44,,,,
8/12/2024,shop n go chanachur waste on friends,waste,4,8/19/2024 12:53:08,,,,
8/10/2024,madina market meat,food,46.17,8/19/2024 12:53:47,,,,
8/10/2024,chinatown vegetables,food,9.18,8/19/2024 12:54:13,,,,
8/10/2024,chinatown vegetables,food,1.69,8/19/2024 12:54:40,,,,
8/10/2024,dave's chicken,food,13.04,8/19/2024 12:55:08,,,,
8/20/2024,game fee,friend,10,8/20/2024 0:02:59,,,,
8/24/2024,taaha transit,transport,5,8/27/2024 13:37:18,,,,
8/24/2024,International student fee,study,153,8/27/2024 13:40:38,,,,
8/25/2024,chatgpt,study,21.55,8/27/2024 13:41:04,,,,
8/23/2024,temu mac cover,wife,7,8/27/2024 13:42:04,,,,
8/23/2024,temu mortar pestle,home,5.37,8/27/2024 13:42:34,,,,
8/21/2024,walmart grocery,food,38.96,8/27/2024 13:47:53,,,,
8/19/2024,taaha gym,wife,53.88,8/27/2024 13:48:25,,,,
8/10/2024,costco bad purchase,waste,10.29,8/28/2024 13:52:02,,,,
8/28/2024,taaha mint mobile,tech,53.69,8/29/2024 16:21:07,,,,
9/1/2024,rent,home,970,9/1/2024 9:13:33,,,,
8/30/2024,walmart clofenac and vaseline,beauty,14.36,9/1/2024 9:17:23,,,,
8/30/2024,walmart grocery,food,21.98,9/1/2024 9:18:06,,,,
9/3/2024,temu swim suit,wife,8.68,9/6/2024 11:20:51,,,,
9/3/2024,walmart grocery,food,37.22,9/6/2024 11:33:06,,,,
9/5/2024,vending kitkat,waste,1.85,9/6/2024 11:34:05,,,,
9/6/2024,instacart chicken,food,38.39,9/8/2024 13:05:56,,,,
9/6/2024,namecheap website,study,17.06,9/8/2024 13:06:39,,,,
9/6/2024,walmart grocery,food,24.35,9/8/2024 13:08:37,,,,
9/6/2024,walmart hacksaw,home,5.47,9/8/2024 13:09:10,,,,
9/6/2024,walmart lotion,beauty,6.98,9/8/2024 13:09:35,,,,
9/8/2024,bkash toha send,waste,19.32,9/8/2024 13:10:14,,,,
9/14/2024,uber to ielts,transport,19.99,9/14/2024 8:47:03,,,,
9/9/2024,taaha transit,transport,2.5,9/14/2024 8:47:40,,,,
9/9/2024,dave's hot chicken,food,19.01,9/14/2024 8:48:10,,,,
9/17/2024,walmart toothpaste,food,6.98,9/20/2024 12:19:05,,,,
9/17/2024,walmart grocery,food,30.37,9/20/2024 12:19:47,,,,
9/18/2024,walmart grocery,food,36.12,9/20/2024 12:20:31,,,,
9/14/2024,transit app,transport,2.5,9/20/2024 12:22:31,,,,
9/21/2024,taaha transit app,transport,5,9/23/2024 14:50:34,,,,
9/21/2024,five below shopping,wife,21.6,9/23/2024 14:51:03,,,,
9/21/2024,sierra shopping,wife,80.41,9/23/2024 14:52:33,,,,
9/21/2024,target shopping,wife,18.23,9/23/2024 14:53:12,,,,
9/20/2024,walmart grocery,food,36.39,9/23/2024 14:54:49,,,,
9/24/2024,taaha money send,waste,41.91,9/24/2024 12:35:56,,,,
9/25/2024,chatgpt,study,21.55,9/27/2024 12:36:06,,,,
9/28/2024,taaha transit app,transport,5,9/30/2024 14:14:31,,,,
9/28/2024,chinatown grocery,food,74.94,9/30/2024 14:15:06,,,,
9/29/2024,condom,beauty,18.21,9/30/2024 14:15:34,,,,
9/28/2024,dollar tree kitchen materials,home,5.36,9/30/2024 14:16:26,,,,
9/28/2024,TJmax home items,home,10,9/30/2024 14:17:17,,,,
9/28/2024,TJMaxx home items,home,12.6,9/30/2024 14:17:38,,,,
9/28/2024,Ross gift,friend,10.76,9/30/2024 14:19:11,,,,
10/6/2024,minecraft ios,tech,7.53,10/7/2024 13:48:00,,,,
10/5/2024,taaha jacket from ross after refund,wife,47.89,10/7/2024 13:49:24,,,,
10/5/2024,chinatown fish,food,40.71,10/7/2024 13:50:22,,,,
10/3/2024,vending machine cookies,food,1.85,10/7/2024 13:53:03,,,,
10/3/2024,vending machine arman vai,friend,1.85,10/7/2024 13:53:38,,,,
10/2/2024,rent sunnyside,home,970,10/7/2024 13:54:07,,,,
10/3/2024,temu home items,home,7.18,10/7/2024 13:55:30,,,,
10/1/2024,walmart,home,14.98,10/7/2024 13:57:36,,,,
10/1/2024,walmart grocery,food,21.82,10/7/2024 13:58:08,,,,
9/19/2024,arafat vai birthday,friend,9.75,10/10/2024 14:17:58,,,,
10/19/2024,water flask,home,7,10/21/2024 16:56:03,,,,
10/18/2024,ross gift,friend,14,10/21/2024 16:56:36,,,,
10/18/2024,dollar tree gift bag,friend,1.35,10/21/2024 16:57:04,,,,
10/18/2024,houston hot chicken,food,13.6,10/21/2024 16:57:33,,,,
10/12/2024,shop n go,food,11.31,10/21/2024 16:58:23,,,,
10/12/2024,instacart chicken,food,41.28,10/21/2024 17:07:56,,,,
10/9/2024,taaha transit app,transport,5,10/21/2024 17:08:35,,,,
10/22/2024,pocket money,wife,100,10/22/2024 14:03:37,,,,
10/25/2024,ross gift for jainta,friend,7.53,10/28/2024 16:00:39,,,,
10/26/2024,gift bag,friend,1.1,10/28/2024 16:01:22,,,,
10/26/2024,walmart chocolate,food,1.48,10/28/2024 16:01:37,,,,
10/25/2024,chatgpt,study,21.55,10/28/2024 16:01:58,,,,
10/22/2024,walmart lotion,beauty,8.98,10/28/2024 16:03:40,,,,
10/22/2024,walmart grocery,food,25.9,10/28/2024 16:04:29,,,,
10/15/2024,arafat vai pepsi,friend,5.36,10/28/2024 16:06:32,,,,
10/15/2024,walmart dinnerset,home,10.97,10/28/2024 16:07:17,,,,
10/15/2024,walmart grocery,food,21.8,10/28/2024 16:07:56,,,,
10/10/2024,walmart blender,home,29.4,10/28/2024 16:10:32,,,,
10/10/2024,walmart,food,10.46,10/28/2024 16:11:03,,,,
10/28/2024,cookies,food,1.85,11/3/2024 11:08:15,,,,
10/29/2024,temu mug,home,9.62,11/3/2024 11:08:41,,,,
10/29/2024,walmart grocery,food,31.5,11/3/2024 11:09:33,,,,
10/31/2024,walmart grocery,food,37.44,11/3/2024 11:11:12,,,,
11/1/2024,rent,home,970,11/3/2024 11:11:35,,,,
11/3/2024,amazon au gift,waste,35.99,11/3/2024 11:13:26,,,,
11/2/2024,walmart grocery,food,30.08,11/3/2024 11:19:44,,,,
11/2/2024,walmart forceps,home,5.98,11/3/2024 11:20:04,,,,
11/2/2024,houston hot chicken,food,15.21,11/3/2024 11:20:45,,,,
11/4/2024,biscuits,food,1.85,11/10/2024 12:44:36,,,,
11/6/2024,international night ticket,wife,10,11/10/2024 12:44:59,,,,
11/6/2024,walmart gift,friend,5.96,11/10/2024 12:47:43,,,,
11/6/2024,walmart grocery,food,32.28,11/10/2024 12:48:11,,,,
11/6/2024,temu order,home,0.76,11/10/2024 12:51:18,,,,
12/1/2024,rent,home,970,12/2/2024 11:13:47,,,,
11/29/2024,mint mobile taaha,wife,202.06,12/2/2024 11:14:27,,,,
11/28/2024,mcdonalds,food,10.976,12/2/2024 11:15:30,,,,
11/28/2024,mcdonalds,family,16.46,12/2/2024 11:16:12,,,,
11/26/2024,parking for sayeed,transport,3,12/2/2024 11:17:51,,,,
11/25/2024,7-11 chicken,family,11.59,12/2/2024 11:18:36,,,,
11/25/2024,chatgpt,study,21.55,12/2/2024 11:19:35,,,,
11/20/2024,transit app,transport,2.5,12/2/2024 11:20:05,,,,
11/21/2024,uber from airport,food,24.82,12/2/2024 11:20:36,,,,
11/17/2024,light bulbs,home,4,12/2/2024 11:21:06,,,,
11/16/2024,transit app,transport,5,12/2/2024 11:21:34,,,,
11/16/2024,namaste nanglo,food,48.39,12/2/2024 11:22:27,,,,
11/16/2024,chinatown,food,94.44,12/2/2024 11:22:47,,,,
11/16/2024,shahrazad,food,94.99,12/2/2024 11:23:18,,,,
11/16/2024,walmart,food,37.2,12/2/2024 11:30:53,,,,
11/18/2024,light,home,14.88,12/2/2024 11:31:45,,,,
11/18/2024,walmart food,food,18.4,12/2/2024 11:32:33,,,,
11/24/2024,walmart pillow,home,6.88,12/2/2024 11:34:09,,,,
11/24/2024,walmart food,food,28.88,12/2/2024 11:34:48,,,,
11/26/2024,walmart food,food,33.89,12/2/2024 11:35:50,,,,
11/30/2024,walmart food,food,35.67,12/2/2024 11:36:52,,,,
12/4/2024,taaha admission form,wife,65,12/23/2024 11:37:58,,,,
12/4/2024,walmart food,food,36.1,12/23/2024 11:40:08,,,,
12/5/2024,uber,transport,12.71,12/23/2024 11:41:56,,,,
12/7/2024,walmart,food,37.69,12/23/2024 11:43:02,,,,
12/11/2024,subway sandwich,food,11.95,12/23/2024 11:46:39,,,,
12/13/2024,Taka sent for doa,waste,72.58,12/23/2024 11:47:41,,,,
12/15/2024,Ogden Tacos,food,4.86,12/23/2024 11:48:17,,,,
12/17/2024,walmart grocery,food,40.73,12/23/2024 11:50:09,,,,
12/17/2024,walmart,food,34.85,12/23/2024 11:50:59,,,,
12/20/2024,shop n go ghee,food,20.59,12/23/2024 11:56:02,,,,
12/20/2024,burger king,food,9.77,12/23/2024 11:56:24,,,,
12/23/2024,bsauu contribution,friend,15,12/23/2024 11:57:19,,,,
6/22/2024,hisham unknown walmart cost,food,8.78,12/23/2024 12:03:47,,,,
10/8/2024,hisham walmart plus,food,4.55,12/23/2024 12:04:33,,,,
8/18/2024,google fi,tech,27.6,12/23/2024 12:06:07,,,,
9/18/2024,google fi,tech,25.8,12/23/2024 12:06:31,,,,
10/25/2024,google fi,tech,24.87,12/23/2024 12:06:56,,,,
11/17/2024,google fi,tech,24.95,12/23/2024 12:07:25,,,,
12/17/2024,google fi,tech,25.04,12/23/2024 12:07:49,,,,
12/18/2024,Best buy adapter professor funded,tech,4.1,1/21/2025 10:25:18,,,,
12/25/2024,chatgpt,study,21.55,1/21/2025 10:26:31,,,,
12/27/2024,cafe mamai,food,13.05,1/21/2025 10:27:06,,,,
1/27/2025,walmart food and lotion,food,41.94,1/21/2025 10:31:01,,,,
12/23/2024,walmart grocery,food,36.18,1/21/2025 10:32:10,,,,
12/29/2024,walmart grocery,food,34.86,1/21/2025 10:34:35,,,,
1/1/2025,sunnyside rent,home,970,1/21/2025 10:35:06,,,,
1/4/2025,walmart food,food,36.31,1/21/2025 10:36:49,,,,
1/5/2025,dave's hot chicken,food,19.01,1/21/2025 10:37:46,,,,
1/8/2025,taaha send money to bd,waste,42.97,1/21/2025 10:38:19,,,,
1/10/2025,walmart food,food,36.02,1/21/2025 10:39:18,,,,
1/10/2025,international fee,study,153,1/21/2025 10:40:18,,,,
1/14/2025,instacart chicken,food,32.25,1/21/2025 10:42:19,,,,
1/15/2025,walmart grocery,food,35.76,1/21/2025 10:44:11,,,,
1/18/2025,walmart grocery,food,36.92,1/21/2025 10:45:23,,,,
1/19/2025,smiths coconut water,food,1.84,1/21/2025 10:46:08,,,,
1/16/2025,kazi noshin walmart,waste,32,1/21/2025 10:50:53,,,,
1/22/2025,walmart grocery,food,31.24,2/6/2025 21:24:40,,,,
1/24/2025,walmart grocery,food,36.94,2/6/2025 21:25:36,,,,
1/25/2025,chatgpt,study,21.65,2/6/2025 21:26:00,,,,
1/26/2025,texas hot chicken,food,4.55,2/6/2025 21:26:34,,,,
1/26/2025,icecream,food,4.58,2/6/2025 21:26:55,,,,
1/31/2025,walmart grocery,food,36.1,2/6/2025 21:27:42,,,,
2/3/2025,chinatown,food,92.81,2/6/2025 21:28:07,,,,
2/3/2025,namaste nanglo,food,42.16,2/6/2025 21:28:34,,,,
2/5/2025,rent,home,970,2/6/2025 21:28:54,,,,
2/5/2025,ross shower caddy,home,11.9,2/6/2025 21:29:30,,,,
1/25/2025,wife pocket money,wife,100,2/6/2025 21:34:16,,,,
12/25/2024,wife pocket money,wife,100,2/6/2025 21:34:37,,,,
11/25/2024,pocket,wife,100,2/6/2025 21:36:01,,,,
2/16/2025,shuttle,beauty,42,2/16/2025 16:39:12,,,,
2/14/2025,valentine gift,wife,180,2/16/2025 16:39:36,,,,
2/6/2025,walmart grocery,food,34.95,2/18/2025 14:54:49,,,,
2/7/2025,doctor,food,15,2/18/2025 14:55:16,,,,
2/6/2025,madsen pharmacy,food,11.33,2/18/2025 14:55:59,,,,
2/7/2025,cafe mamai,food,13.05,2/18/2025 14:56:19,,,,
2/7/2025,boba tea,food,7.58,2/18/2025 14:56:37,,,,
2/14/2025,hisham eliza gift,friend,4.98,2/18/2025 14:57:44,,,,
2/13/2025,walmart grocery,food,31.55,2/18/2025 14:58:17,,,,
2/14/2025,valentine's rose,wife,19.49,2/18/2025 14:58:53,,,,
2/15/2025,Ulta beauty,wife,35.68,2/18/2025 14:59:26,,,,
2/15/2025,Ross chocolate,food,5.35,2/18/2025 14:59:47,,,,
2/16/2025,walmart grocery,food,35.97,2/18/2025 15:00:35,,,,
2/17/2025,ross biscuit,food,5.14,2/18/2025 15:01:04,,,,
2/20/2025,tello,tech,8.35,2/28/2025 12:33:51,,,,
2/25/2025,chatgpt,tech,21.65,2/28/2025 12:34:48,,,,
2/25/2025,chips,food,2.75,2/28/2025 12:35:24,,,,
2/28/2025,canteen food,food,11.97,2/28/2025 12:35:55,,,,
2/20/2025,walmart grocery,food,36.87,3/3/2025 13:46:50,,,,
2/23/2025,walmart grocery,food,38.8,3/3/2025 13:47:19,,,,
2/25/2025,walmart grocery,food,38.26,3/3/2025 13:48:15,,,,
2/28/2025,kafe mamai,food,28.28,3/3/2025 13:48:43,,,,
3/1/2025,rent,home,970,3/3/2025 13:49:01,,,,
2/25/2025,taaha pocket money,wife,100,3/3/2025 13:49:26,,,,
3/3/2025,sprintax,study,54.07,3/3/2025 13:49:51,,,,
3/7/2025,tax,study,79.35,3/12/2025 13:57:40,,,,
3/7/2025,envelopes tax,study,5.41,3/12/2025 14:01:29,,,,
3/26/2025,taaha pocket money,wife,100,3/26/2025 9:59:59,,,,
3/20/2025,smiths,food,3.08,3/26/2025 10:05:52,,,,
3/20/2025,icecream,friend,6.16,3/26/2025 10:06:23,,,,
3/21/2025,tello,tech,5.1,3/26/2025 10:08:17,,,,
3/21/2025,toha eid,waste,40.98,3/26/2025 10:08:53,,,,
3/23/2025,houston chicken,food,15.21,3/26/2025 10:09:24,,,,
3/23/2025,walmart store,food,6.78,3/26/2025 10:09:52,,,,
3/25/2025,chatgpt,study,21.65,3/26/2025 10:10:13,,,,
3/26/2025,hair cut,beauty,23,3/26/2025 10:10:43,,,,
3/30/2025,wife eid,wife,200,3/30/2025 12:17:19,,,,
3/30/2025,uber,transport,20.84,3/31/2025 10:32:56,,,,
4/1/2025,hospital,beauty,15,4/1/2025 9:19:17,,,,
3/31/2025,ross gift,friend,12.97,4/1/2025 9:20:59,,,,
4/4/2025,saad bkash,family,16.39,4/4/2025 13:58:31,,,,
4/4/2025,tahmid tahsina bkash,family,57.37,4/4/2025 13:59:07,,,,
4/1/2025,rent,home,970,4/4/2025 13:59:58,,,,
4/1/2025,walmart,food,37.65,4/4/2025 14:01:47,,,,
4/3/2025,walmart,food,47.58,4/4/2025 14:02:54,,,,
4/3/2025,tax mail,study,1.5,4/4/2025 14:03:27,,,,
4/2/2025,panda express,food,12.35,4/4/2025 14:03:59,,,,
4/14/2025,sayeed zelle,family,100,4/14/2025 12:32:26,,,,
4/24/2025,waste,waste,4.11,4/25/2025 15:56:34,,,,
4/4/2025,camera stand,home,22.13,4/30/2025 13:08:50,,,,
4/9/2025,fedex driving license,transport,1.37,4/30/2025 13:12:11,,,,
4/9/2025,driving license taaha,transport,19,4/30/2025 13:13:21,,,,
4/9/2025,driving license mahathir,transport,32,4/30/2025 13:14:15,,,,
4/9/2025,houston texas chicken,food,19.55,4/30/2025 13:14:44,,,,
4/29/2025,uber eats,food,18.09,4/30/2025 13:15:25,,,,
4/27/2025,chips,food,4.11,4/30/2025 13:15:51,,,,
4/26/2025,namaste nanglo,food,8.22,4/30/2025 13:16:23,,,,
4/26/2025,rancho orange,food,1.37,4/30/2025 13:16:52,,,,
4/22/2025,madina market,food,31.63,4/30/2025 13:18:04,,,,
4/22/2025,madina market,food,21.85,4/30/2025 13:18:29,,,,
4/21/2025,uber eats,food,23.14,4/30/2025 13:19:01,,,,
4/20/2025,tello,tech,5.1,4/30/2025 13:19:23,,,,
4/20/2025,shop n go,food,40.02,4/30/2025 13:19:50,,,,
4/19/2025,taaha visa interview,wife,185,4/30/2025 13:20:24,,,,
4/19/2025,taaha sevis fee,wife,350,4/30/2025 13:21:32,,,,
4/18/2025,uber eats,food,20.26,4/30/2025 13:24:27,,,,
4/10/2025,laptop bag,tech,32.46,4/30/2025 13:25:18,,,,
4/30/2025,walmart grocery,food,35.28,4/30/2025 13:26:54,,,,
4/20/2025,walmart,food,78.76,4/30/2025 13:32:01,,,,
4/25/2025,walmart,food,23.09,4/30/2025 13:33:20,,,,
4/16/2025,walmart,food,36.78,4/30/2025 13:34:15,,,,
4/13/2025,walmart,food,40.4,4/30/2025 13:35:05,,,,
4/10/2025,walmart,food,44.24,4/30/2025 13:35:46,,,,
4/5/2025,walmart,food,46.35,4/30/2025 13:36:41,,,,
4/4/2025,walmart,food,43.46,4/30/2025 13:37:31,,,,
5/27/2025,taaha pocket money,wife,100,5/27/2025 10:42:12,,,,
5/27/2025,moab tour,beauty,58.76,5/27/2025 10:43:44,,,,
5/1/2025,rent,home,970,6/1/2025 10:39:46,,,,
5/1/2025,vending machine,food,1.6,6/1/2025 10:40:19,,,,
5/2/2025,vending machine,food,1.6,6/1/2025 10:40:40,,,,
5/3/2025,chintatown,food,68.36,6/1/2025 10:41:07,,,,
5/3/2025,chintatown cake,food,7.62,6/1/2025 10:41:31,,,,
5/3/2025,walmart by chinese friend,food,27.03,6/1/2025 10:42:53,,,,
5/3/2025,birthday cake,friend,10.6,6/1/2025 10:43:23,,,,
4/22/2025,taaha pocket money,wife,100,6/1/2025 10:44:16,,,,
5/5/2025,7 eleven food,food,4.32,6/1/2025 10:44:46,,,,
5/8/2025,ross shoe my,home,21.64,6/1/2025 10:45:23,,,,
5/10/2025,namaste nanglo,food,7.18,6/1/2025 10:45:59,,,,
5/10/2025,shanasheel grill,food,22.72,6/1/2025 10:46:26,,,,
5/13/2025,hisham gift,friend,9,6/1/2025 10:48:18,,,,
5/14/2025,fedex lamination,wife,44.65,6/1/2025 10:48:42,,,,
5/17/2025,panda express,food,16.06,6/1/2025 10:49:01,,,,
5/18/2025,KFC,food,10.9,6/1/2025 10:49:31,,,,
5/18/2025,7 eleven,food,17.5,6/1/2025 10:50:06,,,,
5/20/2025,tello sim,tech,5.1,6/1/2025 10:50:30,,,,
5/21/2025,vending machine,food,1.85,6/1/2025 10:51:06,,,,
5/20/2025,international fee,study,153,6/1/2025 10:51:33,,,,
5/22/2025,kurbani taaha,wife,98.36,6/1/2025 10:52:04,,,,
5/22/2025,vending machine,food,1.85,6/1/2025 10:52:37,,,,
5/25/2025,tahmid birthday,family,16.39,6/1/2025 10:53:16,,,,
5/31/2025,red butte fridge magnet,beauty,7.52,6/1/2025 10:54:05,,,,
5/25/2025,fridge magnet,beauty,3.74,6/1/2025 10:54:42,,,,
5/26/2025,dave's hot chicken,food,15.71,6/1/2025 10:55:04,,,,
6/1/2025,rent,home,970,6/1/2025 10:55:22,,,,
5/31/2025,tracy aviary fridge magnet,beauty,9.73,6/1/2025 10:55:53,,,,
5/31/2025,kafe mamai,food,13.05,6/1/2025 10:56:12,,,,
5/24/2025,museum fridge magnet,beauty,5.95,6/1/2025 10:57:09,,,,
5/27/2025,walmart grocery,food,36.33,6/1/2025 10:59:40,,,,
5/22/2025,walmart grocery,food,39.1,6/1/2025 11:00:51,,,,
5/18/2025,cockroach killer,home,8.93,6/1/2025 11:01:53,,,,
5/18/2025,walmart grocery,food,48.6,6/1/2025 11:03:23,,,,
5/12/2025,walmart grocery,food,44.98,6/1/2025 11:07:10,,,,
5/9/2025,epoxy glue,tech,15.8,6/1/2025 11:14:17,,,,
5/4/2025,walmart grocery,food,42.55,6/1/2025 11:15:46,,,,
1/16/2025,google fi,tech,24.89,6/1/2025 11:19:54,,,,
2/17/2025,google fi,tech,24.89,6/1/2025 11:20:45,,,,
3/19/2025,google fi,tech,24.91,6/1/2025 11:21:17,,,,
4/19/2025,google fi,tech,24.73,6/1/2025 11:21:40,,,,
5/17/2025,google fi,tech,24.28,6/1/2025 11:22:14,,,,
6/28/2025,Taaha USCIS,wife,2385,6/28/2025 12:38:11,,,,
6/27/2025,Cricket jersey and fee,beauty,16.1,6/28/2025 12:38:39,,,,
6/25/2025,chatgpt,study,1.65,6/28/2025 12:39:14,,,,
6/22/2025,chinatown share of June,food,29.45,6/28/2025 12:39:43,,,,
6/19/2025,Tello sim,tech,5.1,6/28/2025 12:40:08,,,,
6/1/2025,walmart,food,40.48,6/28/2025 12:41:52,,,,
6/7/2025,taaha eid salami,wife,100,6/28/2025 12:45:14,,,,
6/7/2025,walmart grocery,food,29.49,6/28/2025 12:47:38,,,,
6/7/2025,great clips haircut,beauty,19,6/28/2025 12:48:02,,,,
6/8/2025,target chocolate for safi mama wife,friend,7.2,6/28/2025 12:48:22,,,,
6/9/2025,walmart,food,42.78,6/28/2025 12:50:00,,,,
6/10/2025,walmart iron,home,12.78,6/28/2025 12:51:10,,,,
6/10/2025,walmart grocery,food,27.23,6/28/2025 12:51:51,,,,
6/17/2025,Taaha sock,wife,9.97,6/28/2025 12:53:59,,,,
6/17/2025,walmart grocery,food,32.46,6/28/2025 12:54:32,,,,
6/18/2025,walmart grocery,food,49.36,6/28/2025 12:55:34,,,,
6/20/2025,taaha lock,wife,7.99,6/28/2025 12:56:25,,,,
6/20/2025,walmart grocery,food,34.13,6/28/2025 12:56:57,,,,
6/22/2025,namaste nanglo,food,30.85,6/28/2025 12:57:56,,,,
6/22/2025,corn dog chintatown,food,4.97,6/28/2025 12:58:35,,,,
6/22/2025,thai better,food,12.84,6/28/2025 12:58:57,,,,
6/27/2025,vending machine,food,1.85,6/28/2025 12:59:34,,,,
6/26/2025,pizza for taaha,food,11.35,6/28/2025 13:00:07,,,,
6/28/2025,walmart oil container,home,7.99,6/28/2025 13:01:47,,,,
6/28/2025,walmart grocery,food,44.36,6/28/2025 13:02:28,,,,
7/1/2025,chinatown share of June,food,101.45,6/28/2025 13:10:14,,,,
8/1/2025,chinatown share of June,food,49.09,6/28/2025 13:10:52,,,,
7/1/2025,Sutapa Cake,friend,10.6,7/2/2025 14:07:31,,,,
7/1/2025,rent,home,1010,7/2/2025 14:07:52,,,,
7/1/2025,taaha three piece,wife,90.44,7/2/2025 14:08:51,,,,
7/3/2025,walmart,food,43.5,7/3/2025 10:31:08,,,,
